date,cost_of_sales,selling_price,net_profit,project_name,project_category,project_status
2001-07-18,1471.7,2016.17,544.47,Proj8,Category3,Completed
2001-07-19,3526.975,3479.203,635.8,Proj9,Category3,Completed
2001-07-20,1528.1,2029.37,501.27,Proj3,Category1,In - Progress
2001-07-23,2714.652,2386.272,480.42,Proj5,Category2,On - hold
2001-07-24,1473.26,1959.24,485.98,Proj1,Category1,In - Progress
2001-07-25,1571.09,1984.32,413.23,Proj4,Category2,In - Progress
2001-07-26,1512.87,2022.96,510.09,Proj6,Category2,On - hold
2001-07-27,1401.62,2029.07,627.45,Proj6,Category2,On - hold
2001-07-30,1506.75,2017.84,511.09,Proj2,Category1,In - Progress
2001-07-31,1616.72,2027.13,410.41,Proj1,Category1,In - Progress
2001-08-01,1573.31,2068.38,495.07,Proj3,Category1,In - Progress
2001-08-02,1619.35,2087.38,468.03,Proj2,Category1,In - Progress
2001-08-03,4043.975,3512.761,448.74,Proj9,Category3,Completed
2001-08-06,1553.34,2034.26,480.92,Proj6,Category2,On - hold
2001-08-07,1533.51,2027.79,494.28,Proj7,Category3,On - hold
2001-08-08,1581.78,1966.36,384.58,Proj4,Category2,In - Progress
2001-08-09,1584.47,1963.32,378.85,Proj7,Category3,On - hold
2001-08-10,1472.65,1956.47,483.82,Proj1,Category1,In - Progress
2001-08-13,3797.375,3369.825,463.3,Proj9,Category3,Completed
2001-08-14,1377.89,1964.53,586.64,Proj4,Category2,In - Progress
2001-08-15,3070.9750000000004,3262.1130000000003,690.5,Proj9,Category3,Completed
2001-08-16,1309.54,1930.32,620.78,Proj3,Category1,In - Progress
2001-08-17,1303.88,1867.01,563.13,Proj6,Category2,On - hold
2001-08-20,1493.11,1881.35,388.24,Proj3,Category1,In - Progress
2001-08-21,2390.454,2197.56,503.27,Proj5,Category2,On - hold
2001-08-22,1484.59,1860.01,375.42,Proj2,Category1,In - Progress
2001-08-23,3473.8,3133.049,453.45,Proj9,Category3,Completed
2001-08-24,1429.73,1916.8,487.07,Proj8,Category3,Completed
2001-08-27,1548.58,1912.41,363.83,Proj7,Category3,On - hold
2001-08-28,1173.7,1864.98,691.28,Proj7,Category3,On - hold
2001-08-29,1246.56,1843.17,596.61,Proj8,Category3,Completed
2001-08-30,1286.07,1791.68,505.61,Proj7,Category3,On - hold
2001-08-31,1323.96,1805.43,481.47,Proj4,Category2,In - Progress
2001-09-04,2647.5299999999997,2124.9359999999997,299.93,Proj5,Category2,On - hold
2001-09-05,1445.44,1759.01,313.57,Proj7,Category3,On - hold
2001-09-06,1242.98,1705.64,462.66,Proj3,Category1,In - Progress
2001-09-07,1364.35,1687.7,323.35,Proj7,Category3,On - hold
2001-09-10,1267.41,1695.38,427.97,Proj1,Category1,In - Progress
2001-09-17,2327.2200000000003,1895.4599999999998,286.65,Proj5,Category2,On - hold
2001-09-18,1180.68,1555.08,374.4,Proj1,Category1,In - Progress
2001-09-19,1110.59,1527.8,417.21,Proj8,Category3,Completed
2001-09-20,1041.37,1470.93,429.56,Proj8,Category3,Completed
2001-09-21,1753.6680000000001,1707.828,448.93,Proj5,Category2,On - hold
2001-09-24,2032.218,1799.28,370.39,Proj5,Category2,On - hold
2001-09-25,1164.11,1501.64,337.53,Proj7,Category3,On - hold
2001-09-26,882.15,1464.04,581.89,Proj3,Category1,In - Progress
2001-09-27,2160.378,1752.852,260.5,Proj5,Category2,On - hold
2001-09-28,2530.325,2547.96,486.67,Proj9,Category3,Completed
2001-10-01,971.26,1480.46,509.2,Proj6,Category2,On - hold
2001-10-02,3282.1,2536.961,179.49,Proj9,Category3,Completed
2001-10-03,1158.33,1580.81,422.48,Proj2,Category1,In - Progress
2001-10-04,1157.35,1597.31,439.96,Proj2,Category1,In - Progress
2001-10-05,1221.61,1605.3,383.69,Proj7,Category3,On - hold
2001-10-08,2944.7000000000003,2730.115,428.07,Proj9,Category3,Completed
2001-10-09,1299.5,1570.19,270.69,Proj4,Category2,In - Progress
2001-10-10,2044.2240000000002,1951.512,490.58,Proj5,Category2,On - hold
2001-10-11,1258.44,1701.47,443.03,Proj1,Category1,In - Progress
2001-10-12,1319.43,1703.4,383.97,Proj1,Category1,In - Progress
2001-10-15,2257.938,2035.572,441.9,Proj5,Category2,On - hold
2001-10-16,1233.83,1722.07,488.24,Proj3,Category1,In - Progress
2001-10-17,1379.59,1646.34,266.75,Proj4,Category2,In - Progress
2001-10-18,1242.58,1652.72,410.14,Proj2,Category1,In - Progress
2001-10-19,1421.75,1671.31,249.56,Proj2,Category1,In - Progress
2001-10-22,1199.91,1708.08,508.17,Proj1,Category1,In - Progress
2001-10-23,1430.05,1704.44,274.39,Proj7,Category3,On - hold
2001-10-24,3319.0750000000003,2943.618,403.91,Proj9,Category3,Completed
2001-10-25,2393.118,2130.564,445.96,Proj5,Category2,On - hold
2001-10-26,1475.83,1768.96,293.13,Proj6,Category2,On - hold
2001-10-29,1293.05,1699.52,406.47,Proj7,Category3,On - hold
2001-10-30,1261.16,1667.41,406.25,Proj6,Category2,On - hold
2001-10-31,1195.99,1690.2,494.21,Proj1,Category1,In - Progress
2001-11-01,1361.36,1746.3,384.94,Proj8,Category3,Completed
2001-11-02,1225.33,1745.73,520.4,Proj4,Category2,In - Progress
2001-11-05,3128.2749999999996,3049.205,542.34,Proj9,Category3,Completed
2001-11-06,1267.11,1835.08,567.97,Proj4,Category2,In - Progress
2001-11-07,2517.9840000000004,2205.036,438.65,Proj5,Category2,On - hold
2001-11-08,1465.24,1827.77,362.53,Proj6,Category2,On - hold
2001-11-09,2417.2920000000004,2194.176,485.54,Proj5,Category2,On - hold
2001-11-12,1408.83,1840.13,431.3,Proj2,Category1,In - Progress
2001-11-13,1438.27,1892.11,453.84,Proj7,Category3,On - hold
2001-11-14,1565.74,1903.19,337.45,Proj3,Category1,In - Progress
2001-11-15,4092.475,3230.9689999999996,263.58,Proj9,Category3,Completed
2001-11-16,1467.67,1898.58,430.91,Proj3,Category1,In - Progress
2001-11-19,1237.27,1934.42,697.15,Proj3,Category1,In - Progress
2001-11-20,1480.28,1880.51,400.23,Proj3,Category1,In - Progress
2001-11-21,3753.725,3187.585,373.56,Proj9,Category3,Completed
2001-11-23,1417.07,1903.2,486.13,Proj3,Category1,In - Progress
2001-11-26,1147.99,1941.23,793.24,Proj2,Category1,In - Progress
2001-11-27,1481.55,1935.97,454.42,Proj8,Category3,Completed
2001-11-28,1699.24,1887.97,188.73,Proj6,Category2,On - hold
2001-11-29,1353.92,1933.26,579.34,Proj1,Category1,In - Progress
2001-11-30,1497.57,1930.58,433.01,Proj6,Category2,On - hold
2001-12-03,1410.21,1904.9,494.69,Proj6,Category2,On - hold
2001-12-04,1481.09,1963.1,482.01,Proj1,Category1,In - Progress
2001-12-05,1620.41,2046.84,426.43,Proj1,Category1,In - Progress
2001-12-06,1624.52,2054.27,429.75,Proj6,Category2,On - hold
2001-12-07,1609.86,2021.26,411.4,Proj7,Category3,On - hold
2001-12-10,1278.89,1992.12,713.23,Proj8,Category3,Completed
2001-12-11,1470.41,2001.93,531.52,Proj7,Category3,On - hold
2001-12-12,3802.9750000000004,3419.346,490.19,Proj9,Category3,Completed
2001-12-13,1413.76,1946.51,532.75,Proj1,Category1,In - Progress
2001-12-14,1359.49,1953.17,593.68,Proj7,Category3,On - hold
2001-12-17,2592.018,2384.94,547.44,Proj5,Category2,On - hold
2001-12-18,1520.37,2004.76,484.39,Proj3,Category1,In - Progress
2001-12-19,4018.55,3370.913,375.47,Proj9,Category3,Completed
2001-12-20,1438.18,1918.54,480.36,Proj7,Category3,On - hold
2001-12-21,1394.61,1945.83,551.22,Proj7,Category3,On - hold
2001-12-24,1431.81,1944.48,512.67,Proj6,Category2,On - hold
2001-12-26,1335.76,1960.7,624.94,Proj1,Category1,In - Progress
2001-12-27,1540.69,1976.42,435.73,Proj7,Category3,On - hold
2001-12-28,1346.72,1987.26,640.54,Proj3,Category1,In - Progress
2001-12-31,1521.27,1950.4,429.13,Proj7,Category3,On - hold
2002-01-02,1545.58,1979.25,433.67,Proj8,Category3,Completed
2002-01-03,1606.4,2044.27,437.87,Proj2,Category1,In - Progress
2002-01-04,1691.87,2059.38,367.51,Proj6,Category2,On - hold
2002-01-07,1639.55,2037.1,397.55,Proj1,Category1,In - Progress
2002-01-08,1509.2,2055.74,546.54,Proj2,Category1,In - Progress
2002-01-09,1462.77,2044.89,582.12,Proj6,Category2,On - hold
2002-01-10,2638.332,2456.688,581.5,Proj5,Category2,On - hold
2002-01-11,1407.37,2022.46,615.09,Proj6,Category2,On - hold
2002-01-14,1607.08,1990.74,383.66,Proj1,Category1,In - Progress
2002-01-15,1475.26,2000.91,525.65,Proj3,Category1,In - Progress
2002-01-16,1475.72,1944.44,468.72,Proj3,Category1,In - Progress
2002-01-17,1541.79,1985.82,444.03,Proj7,Category3,On - hold
2002-01-18,1587.66,1930.34,342.68,Proj4,Category2,In - Progress
2002-01-22,1414.81,1882.53,467.72,Proj6,Category2,On - hold
2002-01-23,1245.62,1922.38,676.76,Proj6,Category2,On - hold
2002-01-24,1306.23,1942.58,636.35,Proj1,Category1,In - Progress
2002-01-25,2593.692,2325.24,496.76,Proj5,Category2,On - hold
2002-01-28,2668.9320000000002,2332.692,461.17,Proj5,Category2,On - hold
2002-01-29,1644.98,1892.99,248.01,Proj6,Category2,On - hold
2002-01-30,1499.99,1913.44,413.45,Proj3,Category1,In - Progress
2002-01-31,1412.5,1934.03,521.53,Proj3,Category1,In - Progress
2002-02-01,1416.96,1911.24,494.28,Proj3,Category1,In - Progress
2002-02-04,1368.76,1855.53,486.77,Proj6,Category2,On - hold
2002-02-05,1304.22,1838.52,534.3,Proj3,Category1,In - Progress
2002-02-06,1309.77,1812.71,502.94,Proj6,Category2,On - hold
2002-02-07,1481.15,1782.11,300.96,Proj8,Category3,Completed
2002-02-08,1238.19,1818.88,580.69,Proj4,Category2,In - Progress
2002-02-11,3225.025,3139.322,556.65,Proj9,Category3,Completed
2002-02-12,2533.716,2201.052,426.59,Proj5,Category2,On - hold
2002-02-13,1363.32,1859.16,495.84,Proj8,Category3,Completed
2002-02-14,1508.3,1843.37,335.07,Proj6,Category2,On - hold
2002-02-15,1340.18,1805.2,465.02,Proj4,Category2,In - Progress
2002-02-19,1464.35,1750.61,286.26,Proj8,Category3,Completed
2002-02-20,2294.856,2130.6839999999997,500.65,Proj5,Category2,On - hold
2002-02-21,1193.61,1716.24,522.63,Proj8,Category3,Completed
2002-02-22,1413.4,1724.54,311.14,Proj4,Category2,In - Progress
2002-02-25,1265.59,1769.88,504.29,Proj6,Category2,On - hold
2002-02-26,2392.902,2120.232,437.47,Proj5,Category2,On - hold
2002-02-27,1190.73,1751.88,561.15,Proj7,Category3,On - hold
2002-02-28,1342.63,1731.49,388.86,Proj3,Category1,In - Progress
2002-03-01,1484.14,1802.74,318.6,Proj1,Category1,In - Progress
2002-03-04,1290.01,1859.32,569.31,Proj2,Category1,In - Progress
2002-03-05,3531.0,3172.6929999999998,453.89,Proj9,Category3,Completed
2002-03-06,1402.99,1890.4,487.41,Proj3,Category1,In - Progress
2002-03-07,1531.05,1881.63,350.58,Proj3,Category1,In - Progress
2002-03-08,1406.15,1929.67,523.52,Proj6,Category2,On - hold
2002-03-11,2734.5060000000003,2315.388,410.32,Proj5,Category2,On - hold
2002-03-12,3534.6749999999997,3225.104,483.25,Proj9,Category3,Completed
2002-03-13,1375.3,1862.03,486.73,Proj8,Category3,Completed
2002-03-14,1517.41,1854.14,336.73,Proj4,Category2,In - Progress
2002-03-15,1503.66,1868.3,364.64,Proj3,Category1,In - Progress
2002-03-18,1380.21,1877.06,496.85,Proj3,Category1,In - Progress
2002-03-19,1529.9,1880.87,350.97,Proj6,Category2,On - hold
2002-03-20,2241.864,2199.444,587.39,Proj5,Category2,On - hold
2002-03-21,2897.46,2242.596,259.13,Proj5,Category2,On - hold
2002-03-22,1402.99,1851.39,448.4,Proj1,Category1,In - Progress
2002-03-25,1395.74,1812.49,416.75,Proj3,Category1,In - Progress
2002-03-26,1364.4,1824.17,459.77,Proj3,Category1,In - Progress
2002-03-27,1324.51,1826.75,502.24,Proj7,Category3,On - hold
2002-03-28,1497.98,1845.35,347.37,Proj3,Category1,In - Progress
2002-04-01,2617.218,2235.144,408.61,Proj5,Category2,On - hold
2002-04-02,1329.7,1804.4,474.7,Proj7,Category3,On - hold
2002-04-03,1475.45,1784.35,308.9,Proj2,Category1,In - Progress
2002-04-04,1416.15,1789.75,373.6,Proj2,Category1,In - Progress
2002-04-05,1243.35,1770.03,526.68,Proj7,Category3,On - hold
2002-04-08,1346.32,1785.87,439.55,Proj3,Category1,In - Progress
2002-04-09,3622.425,2962.3689999999997,293.6,Proj9,Category3,Completed
2002-04-10,1252.87,1767.07,514.2,Proj1,Category1,In - Progress
2002-04-11,1327.23,1725.24,398.01,Proj6,Category2,On - hold
2002-04-12,2534.562,2107.428,348.1,Proj5,Category2,On - hold
2002-04-15,1527.32,1753.78,226.46,Proj7,Category3,On - hold
2002-04-16,1500.1,1816.79,316.69,Proj8,Category3,Completed
2002-04-17,3342.9500000000003,3078.139,473.49,Proj9,Category3,Completed
2002-04-18,3254.125,3064.131,500.78,Proj9,Category3,Completed
2002-04-19,1377.83,1796.83,419.0,Proj2,Category1,In - Progress
2002-04-22,1285.35,1758.68,473.33,Proj2,Category1,In - Progress
2002-04-23,1388.06,1730.29,342.23,Proj6,Category2,On - hold
2002-04-24,1429.31,1713.34,284.03,Proj2,Category1,In - Progress
2002-04-25,1227.41,1713.7,486.29,Proj8,Category3,Completed
2002-04-26,1313.61,1663.89,350.28,Proj6,Category2,On - hold
2002-04-29,1146.66,1656.93,510.27,Proj4,Category2,In - Progress
2002-04-30,1247.88,1688.23,440.35,Proj3,Category1,In - Progress
2002-05-01,1132.48,1677.53,545.05,Proj7,Category3,On - hold
2002-05-02,2456.136,1973.7839999999999,280.3,Proj5,Category2,On - hold
2002-05-03,1078.23,1613.03,534.8,Proj6,Category2,On - hold
2002-05-06,1980.7200000000003,1894.176,478.08,Proj5,Category2,On - hold
2002-05-07,1142.16,1573.82,431.66,Proj7,Category3,On - hold
2002-05-08,1188.42,1696.29,507.87,Proj8,Category3,Completed
2002-05-09,2548.152,1980.588,234.85,Proj5,Category2,On - hold
2002-05-10,1350.01,1600.85,250.84,Proj7,Category3,On - hold
2002-05-13,1248.73,1652.54,403.81,Proj8,Category3,Completed
2002-05-14,1135.03,1719.05,584.02,Proj2,Category1,In - Progress
2002-05-15,1151.06,1725.56,574.5,Proj8,Category3,Completed
2002-05-16,1079.09,1730.44,651.35,Proj6,Category2,On - hold
2002-05-17,1178.24,1741.39,563.15,Proj8,Category3,Completed
2002-05-20,1493.21,1701.59,208.38,Proj4,Category2,In - Progress
2002-05-21,1307.6,1664.18,356.58,Proj1,Category1,In - Progress
2002-05-22,1358.85,1673.45,314.6,Proj8,Category3,Completed
2002-05-23,1317.1,1697.63,380.53,Proj1,Category1,In - Progress
2002-05-24,1136.6,1661.49,524.89,Proj8,Category3,Completed
2002-05-28,2418.6600000000003,1982.604,308.47,Proj5,Category2,On - hold
2002-05-29,2413.908,1949.268,283.33,Proj5,Category2,On - hold
2002-05-30,1207.03,1631.92,424.89,Proj4,Category2,In - Progress
2002-05-31,1018.3,1615.73,597.43,Proj3,Category1,In - Progress
2002-06-03,1422.12,1562.56,140.44,Proj8,Category3,Completed
2002-06-04,1983.762,1893.7439999999997,476.03,Proj5,Category2,On - hold
2002-06-05,1090.85,1595.26,504.41,Proj3,Category1,In - Progress
2002-06-06,2001.0600000000002,1865.856,443.18,Proj5,Category2,On - hold
2002-06-07,1106.65,1535.48,428.83,Proj6,Category2,On - hold
2002-06-10,1073.26,1530.69,457.43,Proj6,Category2,On - hold
2002-06-11,1044.92,1497.18,452.26,Proj1,Category1,In - Progress
2002-06-12,1115.99,1519.12,403.13,Proj2,Category1,In - Progress
2002-06-13,1279.9,1496.88,216.98,Proj2,Category1,In - Progress
2002-06-14,1084.39,1504.74,420.35,Proj6,Category2,On - hold
2002-06-17,1253.11,1553.29,300.18,Proj6,Category2,On - hold
2002-06-18,3183.15,2623.032,269.7,Proj9,Category3,Completed
2002-06-19,1138.39,1496.83,358.44,Proj7,Category3,On - hold
2002-06-20,979.11,1464.75,485.64,Proj1,Category1,In - Progress
2002-06-21,916.9,1440.96,524.06,Proj7,Category3,On - hold
2002-06-24,1152.64,1460.34,307.7,Proj6,Category2,On - hold
2002-06-25,1044.56,1423.99,379.43,Proj7,Category3,On - hold
2002-06-26,1989.5939999999998,1715.196,324.0,Proj5,Category2,On - hold
2002-06-27,1003.59,1459.2,455.61,Proj2,Category1,In - Progress
2002-06-28,2379.55,2487.457,511.39,Proj9,Category3,Completed
2002-07-01,993.54,1403.8,410.26,Proj7,Category3,On - hold
2002-07-02,2618.5,2308.294,310.42,Proj9,Category3,Completed
2002-07-03,955.88,1380.17,424.29,Proj8,Category3,Completed
2002-07-05,1057.11,1448.36,391.25,Proj7,Category3,On - hold
2002-07-08,948.77,1405.61,456.84,Proj7,Category3,On - hold
2002-07-09,1023.98,1381.12,357.14,Proj3,Category1,In - Progress
2002-07-10,1812.924,1615.212,338.83,Proj5,Category2,On - hold
2002-07-11,963.5,1374.43,410.93,Proj1,Category1,In - Progress
2002-07-12,911.65,1373.5,461.85,Proj1,Category1,In - Progress
2002-07-15,1073.27,1382.62,309.35,Proj4,Category2,In - Progress
2002-07-16,1052.49,1375.26,322.77,Proj7,Category3,On - hold
2002-07-17,1157.32,1397.25,239.93,Proj6,Category2,On - hold
2002-07-18,1125.67,1356.95,231.28,Proj1,Category1,In - Progress
2002-07-19,2656.975,2242.5550000000003,256.36,Proj9,Category3,Completed
2002-07-22,927.49,1282.65,355.16,Proj4,Category2,In - Progress
2002-07-23,990.0,1229.05,239.05,Proj2,Category1,In - Progress
2002-07-24,1000.96,1290.23,289.27,Proj1,Category1,In - Progress
2002-07-25,1076.19,1240.08,163.89,Proj6,Category2,On - hold
2002-07-26,911.77,1262.12,350.35,Proj8,Category3,Completed
2002-07-29,1002.49,1335.25,332.76,Proj4,Category2,In - Progress
2002-07-30,1905.2640000000001,1613.028,285.71,Proj5,Category2,On - hold
2002-07-31,1103.41,1328.26,224.85,Proj1,Category1,In - Progress
2002-08-01,1040.31,1280.0,239.69,Proj7,Category3,On - hold
2002-08-02,1048.54,1247.92,199.38,Proj7,Category3,On - hold
2002-08-05,1049.01,1206.01,157.0,Proj6,Category2,On - hold
2002-08-06,1108.6,1259.55,150.95,Proj3,Category1,In - Progress
2002-08-07,1069.77,1280.9,211.13,Proj3,Category1,In - Progress
2002-08-08,1116.83,1316.52,199.69,Proj7,Category3,On - hold
2002-08-09,1009.92,1306.12,296.2,Proj7,Category3,On - hold
2002-08-12,2610.25,2221.6279999999997,262.74,Proj9,Category3,Completed
2002-08-13,986.36,1269.28,282.92,Proj4,Category2,In - Progress
2002-08-14,1475.712,1601.1599999999999,514.46,Proj5,Category2,On - hold
2002-08-15,2637.625,2286.517,289.96,Proj9,Category3,Completed
2002-08-16,1003.21,1361.01,357.8,Proj1,Category1,In - Progress
2002-08-19,988.03,1394.54,406.51,Proj4,Category2,In - Progress
2002-08-20,1009.58,1376.59,367.01,Proj8,Category3,Completed
2002-08-21,1137.41,1409.25,271.84,Proj4,Category2,In - Progress
2002-08-22,1058.7,1422.95,364.25,Proj6,Category2,On - hold
2002-08-23,962.33,1380.62,418.29,Proj4,Category2,In - Progress
2002-08-26,1913.58,1670.088,328.64,Proj5,Category2,On - hold
2002-08-27,898.98,1347.78,448.8,Proj2,Category1,In - Progress
2002-08-28,1013.42,1314.38,300.96,Proj4,Category2,In - Progress
2002-08-29,986.94,1335.77,348.83,Proj1,Category1,In - Progress
2002-08-30,950.28,1314.85,364.57,Proj2,Category1,In - Progress
2002-09-03,1123.18,1263.84,140.66,Proj3,Category1,In - Progress
2002-09-04,1011.81,1292.31,280.5,Proj3,Category1,In - Progress
2002-09-05,1025.85,1251.0,225.15,Proj8,Category3,Completed
2002-09-06,1743.138,1554.36,326.89,Proj5,Category2,On - hold
2002-09-09,1011.38,1304.6,293.22,Proj3,Category1,In - Progress
2002-09-10,929.34,1320.09,390.75,Proj6,Category2,On - hold
2002-09-11,941.8,1315.45,373.65,Proj3,Category1,In - Progress
2002-09-12,874.77,1279.68,404.91,Proj7,Category3,On - hold
2002-09-13,1753.65,1549.68,317.15,Proj5,Category2,On - hold
2002-09-16,737.23,1275.88,538.65,Proj1,Category1,In - Progress
2002-09-17,965.23,1259.94,294.71,Proj2,Category1,In - Progress
2002-09-18,1006.7,1252.13,245.43,Proj1,Category1,In - Progress
2002-09-19,853.79,1216.45,362.66,Proj7,Category3,On - hold
2002-09-20,1005.45,1221.09,215.64,Proj3,Category1,In - Progress
2002-09-23,898.68,1184.93,286.25,Proj3,Category1,In - Progress
2002-09-24,1856.232,1418.604,150.93,Proj5,Category2,On - hold
2002-09-25,1455.084,1466.7479999999998,413.91,Proj5,Category2,On - hold
2002-09-26,938.71,1221.61,282.9,Proj6,Category2,On - hold
2002-09-27,846.75,1199.16,352.41,Proj4,Category2,In - Progress
2002-09-30,2402.275,1992.502,211.15,Proj9,Category3,Completed
2002-10-01,1075.08,1213.72,138.64,Proj4,Category2,In - Progress
2002-10-02,1005.13,1187.3,182.17,Proj3,Category1,In - Progress
2002-10-03,892.67,1165.56,272.89,Proj2,Category1,In - Progress
2002-10-04,1024.21,1139.9,115.69,Proj6,Category2,On - hold
2002-10-07,881.54,1119.4,237.86,Proj3,Category1,In - Progress
2002-10-08,1647.6480000000001,1355.064,213.86,Proj5,Category2,On - hold
2002-10-09,876.3,1114.11,237.81,Proj6,Category2,On - hold
2002-10-10,965.91,1163.37,197.46,Proj4,Category2,In - Progress
2002-10-11,1774.476,1452.564,224.65,Proj5,Category2,On - hold
2002-10-14,868.65,1220.53,351.88,Proj4,Category2,In - Progress
2002-10-15,976.25,1282.44,306.19,Proj3,Category1,In - Progress
2002-10-16,737.27,1232.42,495.15,Proj6,Category2,On - hold
2002-10-17,984.76,1272.29,287.53,Proj3,Category1,In - Progress
2002-10-18,834.71,1287.86,453.15,Proj7,Category3,On - hold
2002-10-21,940.45,1309.67,369.22,Proj4,Category2,In - Progress
2002-10-22,852.64,1292.8,440.16,Proj8,Category3,Completed
2002-10-23,810.99,1320.23,509.24,Proj2,Category1,In - Progress
2002-10-24,1064.72,1298.71,233.99,Proj8,Category3,Completed
2002-10-25,1066.85,1331.13,264.28,Proj1,Category1,In - Progress
2002-10-28,2049.372,1578.9959999999999,177.29,Proj5,Category2,On - hold
2002-10-29,2572.45,2210.9179999999997,271.56,Proj9,Category3,Completed
2002-10-30,1728.594,1592.076,366.4,Proj5,Category2,On - hold
2002-10-31,1147.17,1329.75,182.58,Proj4,Category2,In - Progress
2002-11-01,967.31,1360.7,393.39,Proj2,Category1,In - Progress
2002-11-04,1927.71,1675.848,325.59,Proj5,Category2,On - hold
2002-11-05,1183.98,1401.17,217.19,Proj1,Category1,In - Progress
